,vineyard_area,area_harvested,tonnes_grapes_harvested,water_used,total_tractor_passes,total_vineyard_fuel,total_vineyard_electricity,total_irrigation_area,synthetic_nitrogen_applied,organic_nitrogen_applied,synthetic_fertiliser_applied,organic_fertiliser_applied,area_not_harvested,total_irrigation_electricity,total_irrigation_fuel,vineyard_area_white_grapes,vineyard_area_red_grapes,river_water,groundwater,surface_water_dam,recycled_water_from_other_source,mains_water,other_water,water_applied_for_frost_control,bare_soil,annual_cover_crop,permanent_cover_crop_native,permanent_cover_crop_non_native,permanent_cover_crop_volunteer_sward,irrigation_energy_diesel,irrigation_energy_electricity,irrigation_energy_pressure,irrigation_energy_solar,irrigation_type_dripper,irrigation_type_flood,irrigation_type_non_irrigated,irrigation_type_overhead_sprinkler,irrigation_type_undervine_sprinkler,diesel_vineyard,electricity_vineyard,petrol_vineyard,vineyard_solar,vineyard_wind,lpg_vineyard,biodiesel_vineyard,nh_disease,nh_frost,nh_new_development,nh_non_sale,off_farm_income,highest_per_tonne,lowest_per_tonne,average_per_tonne,total_grape_revenue,total_operating_costs,cost_of_debt_servicing,gross_margin,operating_cost_per_ha,operating_cost_per_t,profit,prev_avg,total_fertiliser,data_year_id,giregion,fertilizer_s1,fertilizer_s2,fertilizer_s3,fertilizer_s4,fertilizer_s5,fertilizer_o1,fertilizer_o2,fertilizer_o3,fertilizer_o4,fertilizer_o5,grade,member_id,slashing_number_of_times_passes_per_year,fungicide_spraying_number_of_times_passes_per_year,herbicide_spraying_number_of_times_passes_per_year,insecticide_spraying_number_of_times_passes_per_year,profitable,year_order,elev_Median,elev_Max,elev_Min ‡,elev_Range,rainfall_mean,temperature_mean,extreme_cold,extreme_heat,aridity
10,260.0,260.0,1983.0,387.79999999999995,0.0,27821.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,231.0,29.0,55.0,205.0,220.9,68.0,98.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,29.0,231.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,27821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2016/2017,Barossa Valley,0,0,0,0,0,0,0,0,0,0,B,2,0,0,0,0,,4,278.0,596.0,112.0,484.0,220.0,19.0,0.9,20.0,0.33
11,239.63,239.63,1319.0,442.64,0.0,30372.0,0.0,239.63,0.0,0.0,0.0,0.0,0.0,239.63,0.0,52.84,186.79,0.0,442.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.63,0.0,239.63,0.0,0.0,239.63,0.0,0.0,0.0,0.0,30372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2017/2018,Barossa Valley,0,0,0,0,0,0,0,0,0,0,B,2,0,0,0,0,,5,278.0,596.0,112.0,484.0,220.0,19.0,0.9,20.0,0.33
12,260.0,260.0,1061.0,424.5,0.0,30725.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,227595.0,0.0,207.0,53.0,1.1,208.9,47.8,0.0,0.0,166.7,0.0,0.0,0.0,0.0,0.0,260.0,0.0,227595.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,30725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2018/2019,Barossa Valley,0,0,0,0,0,0,0,0,0,0,B,2,0,0,0,0,,6,278.0,596.0,112.0,484.0,220.0,19.0,0.9,20.0,0.33
13,260.0,224.0,703.0,356.0,0.0,30506.0,0.0,260.0,0.0,0.0,0.0,0.0,36.0,260.0,0.0,53.0,207.0,178.8,95.6,81.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,260.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,30506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,44.0,0.0,0.0,2126.5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2019/2020,Barossa Valley,0,0,0,0,0,0,0,0,0,0,A,2,0,0,0,0,,7,278.0,596.0,112.0,484.0,220.0,19.0,0.9,20.0,0.33
14,260.0,260.0,1518.0,725.5,10.0,35404.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,53.0,207.0,146.4,443.0,136.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,260.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,35404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,2261.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2020/2021,Barossa Valley,0,0,0,0,0,0,0,0,0,0,A,2,2,6,2,0,,8,278.0,596.0,112.0,484.0,220.0,19.0,0.9,20.0,0.33
15,244.0,244.0,1315.0,569.306,10.0,45926.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,48.0,196.0,119.686,71.72,377.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,244.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,45926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,2033.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2021/2022,Barossa Valley,0,0,0,0,0,0,0,0,0,0,A,2,2,6,2,0,,9,278.0,596.0,112.0,484.0,220.0,19.0,0.9,20.0,0.33
16,484.0,484.0,5134.0,882.5,0.0,61504.0,602700.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,60101.0,602700.0,1403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2012/2013,Padthaway,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,,0,44.0,117.0,12.0,105.0,202.0,17.8,4.8,19.1,0.34
17,380.0,380.0,1771.0,702.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,107.0,273.0,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,380.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2017/2018,Padthaway,0,0,0,0,0,0,0,0,0,0,C,3,0,0,0,0,,5,44.0,117.0,12.0,105.0,202.0,17.8,4.8,19.1,0.34
18,385.5,385.5,3542.0,917.9,0.0,0.0,0.0,385.5,0.0,0.0,0.0,0.0,0.0,385.5,0.0,89.0,296.5,0.0,917.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.5,0.0,385.5,0.0,0.0,385.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2018/2019,Padthaway,0,0,0,0,0,0,0,0,0,0,C,3,0,0,0,0,,6,44.0,117.0,12.0,105.0,202.0,17.8,4.8,19.1,0.34
19,385.5,385.5,1342.0,747.2,0.0,0.0,0.0,385.5,0.0,0.0,0.0,0.0,0.0,385.5,0.0,89.0,296.5,0.0,747.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.5,0.0,385.5,0.0,0.0,385.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2019/2020,Padthaway,0,0,0,0,0,0,0,0,0,0,C,3,0,0,0,0,,7,44.0,117.0,12.0,105.0,202.0,17.8,4.8,19.1,0.34
20,385.5,385.5,5208.0,828.2,14.0,0.0,0.0,385.5,0.0,0.0,0.0,0.0,0.0,385.5,0.0,89.0,296.5,0.0,828.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.5,0.0,385.5,0.0,0.0,385.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2020/2021,Padthaway,0,0,0,0,0,0,0,0,0,0,C,3,3,7,2,2,,8,44.0,117.0,12.0,105.0,202.0,17.8,4.8,19.1,0.34
21,252.0,252.0,2656.0,733.18,11.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,105.0,147.0,0.0,733.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,252.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2021/2022,Padthaway,0,0,0,0,0,0,0,0,0,0,C,3,2,7,2,0,,9,44.0,117.0,12.0,105.0,202.0,17.8,4.8,19.1,0.34
22,91.0,91.0,150.0,71.11,0.0,7132.0,55920.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,6500.0,55920.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2012/2013,Hunter Valley,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,,0,337.0,1597.0,0.0,1597.0,534.0,20.2,0.7,8.4,0.58
23,23.0,23.0,155.0,0.0,0.0,2777.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2542.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2014/2015,Hunter Valley,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,,2,337.0,1597.0,0.0,1597.0,534.0,20.2,0.7,8.4,0.58
24,23.0,23.0,36.0,0.0,0.0,3383.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,3107.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2015/2016,Hunter Valley,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,,3,337.0,1597.0,0.0,1597.0,534.0,20.2,0.7,8.4,0.58
25,78.0,78.0,616.0,144.58,0.0,16718.0,31950.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,15670.0,31950.0,1048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2012/2013,Coonawarra,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,,0,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
26,78.0,78.0,310.0,133.5,0.0,15971.0,60388.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,15116.0,60388.0,855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2013/2014,Coonawarra,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,,1,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
27,78.0,78.0,438.0,153.0,0.0,15070.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,13878.0,0.0,1192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2014/2015,Coonawarra,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,,2,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
28,78.0,78.0,595.0,128.0,0.0,15005.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,78.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,13849.0,0.0,1156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2015/2016,Coonawarra,0,0,0,0,0,0,0,0,0,0,C,5,0,0,0,0,,3,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
29,78.0,78.0,624.0,72.25,0.0,17037.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,28500.0,0.0,0.0,78.0,0.0,72.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,28500.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,16311.0,0.0,726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2016/2017,Coonawarra,0,0,0,0,0,0,0,0,0,0,C,5,0,0,0,0,,4,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
30,76.5,76.5,374.0,79.48,0.0,15654.0,0.0,76.5,0.0,0.0,0.0,0.0,0.0,76.5,0.0,0.0,76.5,0.0,79.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,0.0,76.5,0.0,0.0,76.5,0.0,0.0,0.0,0.0,14728.0,0.0,926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1590.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2017/2018,Coonawarra,0,0,0,0,0,0,0,0,0,0,B,5,0,0,0,0,,5,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
31,16.0,16.0,35.0,60.0,0.0,15342.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,14440.0,0.0,902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1484.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2018/2019,Coonawarra,0,0,0,0,0,0,0,0,0,0,C,5,0,0,0,0,,6,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
32,76.5,16.0,24.0,217.7,15.0,22296.0,0.0,76.5,0.0,0.0,0.0,0.0,60.5,70649.0,0.0,0.0,76.5,0.0,217.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,0.0,70649.0,0.0,0.0,76.5,0.0,0.0,0.0,0.0,21676.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,0.0,44.0,0.0,0.0,1401.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2019/2020,Coonawarra,0,0,0,0,0,0,0,0,0,0,C,5,3,8,2,2,,7,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
33,76.5,76.5,81.0,117.6,13.0,14885.0,0.0,76.5,0.0,0.0,0.0,0.0,0.0,76.5,0.0,0.0,76.5,0.0,117.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,0.0,76.5,0.0,0.0,76.5,0.0,0.0,0.0,0.0,14388.0,0.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1318.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2020/2021,Coonawarra,0,0,0,0,0,0,0,0,0,0,C,5,4,6,2,1,,8,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
34,61.0,61.0,61.0,128.5,11.0,15830.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,128.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,15310.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1145.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2021/2022,Coonawarra,0,0,0,0,0,0,0,0,0,0,C,5,2,6,2,1,,9,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
35,78.0,78.0,194.0,0.56,0.0,13750.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,12050.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2012/2013,Rutherglen,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,,0,169.0,592.0,122.0,470.0,323.0,19.7,3.2,11.7,0.44
36,78.0,78.0,118.0,0.53,0.0,16680.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,15280.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2013/2014,Rutherglen,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,,1,169.0,592.0,122.0,470.0,323.0,19.7,3.2,11.7,0.44
